VP(VP2)	15	0(2▲)/None	F&E	1	Y168	Pod	None	(431.22): 1+5	0.5	Standard Medium Carrier Pod; max 6
VP3	159	0(3)/None	CO	1	Y172	Pod	From VP: 1+1	(431.22): 1+6	0.5	Improved Medium Carrier Pod; max 6
VAP	67	0(6)/None	F&E	1	Y175	Pod	None	(431.22): 2+12	1.0	Heavy Carrier Pod; Max 2
VHP	160	0[8H]/None	AO	0	Y178	Pod	None	2+8	1.0	Heavy Fighter FCR pod; Max 2
PFP (2PFP)	66	0P◆/None	F&E	0	Y179	Pod	None	(431.22): 6 (pair)	1.0	Pair of PFT Pods; Max 2 pairs; (2EW:2AF)(1EW:TugAF)
PTP	161	0[P]/None	AO	0	Y179	Pod	None	2+PFs	0.5	PF Transport Pod, limit 4.
SCP+	85	0P(6)◆/None	AO	2	Y179(B)	Pod	None	(431.22): 8+12	1.5	Space Control Pod; limit 1; (2EW:2AF)(1EW:TugAF)
D5 WAR CRUISERS										
D5	23	7/4	F&E	6	Y166	D5 (3)	See (440.4).	Schedule: 5	1.5	Base Hull Type (CW) §
D5S	61	3-7◆/1-4	F&E	6	Y168	D5 (3)	From D5: 3	For D5: 8	1.5	Scout; EW =3 §
Designation	"SFB
Ref #"	Factors On Counter	Product	Cmnd (754.0)	Date Avail	Base Hull; Size (755.0)	Conversion Cost, Source	Build Cost or Substitution	Salvage (439.0)	Notes and Special Cases; EW, Shock
D5G	53	2-7G/1-4G	CO	6	Y169	D5 (3)	From D5: 2	For D5: 5	1.5	Commando Ship; limited LTT (516.32)§
LTT (D5H)	54	6-7/3-4	CO	6	Y169	D5 (3)	From D5: 3	For D5: 5	1.5	Light Tactical Transport
AD5	29	6-7■/3-4■	F&E	6	Y170	D5 (3)	From D5: 1	For D5: 6	1.5	Heavy Escort §
D5D	50	7<4>/4	CO	6	Y170	D5 (3)	From D5: 2	For D5: 7	1.5	Drone Ship, Not a Scout §
D5V	62	6-7(6)/3-4(3)	F&E	6	Y170	D5 (3)	From D5: 2+12	For D5: 7+12	1.5	Medium Carrier
D5V (3D5V)	—	16-19(6)/8-11(3) D5V+AD5+F5E	F&E	6	Y170	Group	Individual Ships	Individual Ships	Ships	Medium Carrier Group
MD5	75	7✛/4	CO	6	Y170	D5 (3)	From D5: 4	For D5: 7	1.5	Mauler
D5A	24	5-7A/3-4	CO	6	Y171	D5 (3)	From D5: 3	Must Convert	1.5	Stasis Field Generator Variant (312.0)
D5N	59	7D/4D	SO	6	Y171	D5(3)	From D5: 2+DIP	For D5: 5+DIP	1.5	Diplomatic Cruiser (540.3)
D5J	37	6-7/3-4	AO	5	Y172	D5(3)	From D5: 1	For D5: 6	1.5	Penal Ship §
D5U	111	3-7(9)/1-4(4▲)	FO	6	Y173	D5(3)	"From D5: 3+18
From D5V: 2+6"	For D5: 7+18	1.5	Patrol (Medium) Carrier. Oversized Squadron.
D5B	112	3-7◆(8H)/1-4(4H)	FO	6	Y176	D5(3)	"From D5: 5+16
From D5S: 2+16
From D5V: 3+4"	For D5: 9+16	1.5	Scout (Medium) Carrier, EW=2, heavy fighters.
D5VH	62	6-7(8H)/3-4(4H)	AO	6	Y178	D5 (3)	From D5V: 0+4	For D5: 7+16	1.5	Medium Carrier, Heavy fighters
D5P	60	5-7P◆/2-4P	F&E	6	Y179	D5 (3)	From D5: 5	For D5: 10	1.5	PFT, Scout, (2EW:2AF)(1EW:5AF)
D5DX	206	10<4>◆/5◆	AO	8	Y182	D5(3)	From D5X: 3	For D5: 14	3.0	X-Ship, Scout, EW=4 (crippled EW=1), drone bombardment variant §
D5X	205	10/5	AO	8	Y182	D5(3)	From D5: NA	For D5: 10	3.0	X-Ship §
ROMULAN-BUILT LIGHT CRUISERS										
RKL	63	7/4	SO	6	Y174	Rom SP(3)	From SP: 2	"Schedule: 5
See (431.16)"	1.25	Klingon version of Romulan SP.
F6 HEAVY FRIGATES										
F6	64	7S/3	AO	5	Y176	F6(4)	"From F5L: 2
From F5: 3"	"For F5/F5L: 5
Free: (525.312)"	1.5	Shock Variant; (525.312); (Roll: 12-2D6, Safe AF: 6) §
F6B	A7	7/4	SO	5	Y178	F6(4)	"From F5: 3.5
From F6: 1"	"For F5W: 5.5
(525.312)"	1.5	Combat Variant, no shock §
F6E	A10	5-7■/2-4■	SO	5	Y178	F6(4)	"From F5E: 3
From F5‡: 3
From F6: 1"	"For F5W: 6
(525.312)"	1.5	Light Escort
F6J	A8	5-7/2-4	SO	4	Y178	F6(4)	"From F6: 1
From F5J: 3"	"For F5W: 6
(525.312)"	1.5	Penal ship
F6S	A9	4-7◆/2-4	SO	5	Y178	F6(4)	"From F6: 2
From F5S: 4
From F5‡: 4"	"For F5W: 7
(525.312)"	1.5	Scout, EW=2
HF5 HEAVY WAR DESTROYERS										
HDW (HF5)	95	6-7(1)/3-4	AO	5	Y179	HDW(4)	"From F5W: 2+1
From F5/F5L: 3+1‡"	For F5L/F5W: 5+1	1.5	Modular Ship (525.2) (§ in some modes)
Designation	"SFB
Ref #"	Factors On Counter	Product	Cmnd (754.0)	Date Avail	Base Hull; Size (755.0)	Conversion Cost, Source	Build Cost or Substitution	Salvage (439.0)	Notes and Special Cases; EW, Shock
HDWE	95	6-7(1)■/3-4■	AO	5	Y179	HDW(4)	See (525.2) in AO.	(525.2) in AO.	1.5	Escort mode of HDW §
HDWV	95	6-7(6)/3-4(3)	AO	5	Y179	HDW(4)	See (525.2) in AO.	(525.2) in AO.	1.5	Carrier mode of HDW.
F5W DESTROYERS										
F5W	97	6/3	CO	4	Y175	F5W(4)	From F5/F5L: 2	Schedule: 4	1.2	Base Hull Type (DW) §
FWV	93	5-6(4)/3(2)	AO	5	Y176	F5W(4)	"From F5W: 1+8
From F5/F5L: 2+8‡ From FV: 2+0"	For F5W: 5+8	1.2	Escort Carrier
FWE (F5WE)	113	5-6■/2-3■	AO	4	Y177	F5W(4)	From FW: 1 From F5/F5L: 2‡ From F5E: 2	For F5/FW: 5	1.2	Light Carrier Escort §
F5 FRIGATES										
F5	6	5/3	F&E	4	Y134	F5 (4)	From F5?: 1 (440.4)	"Schedule: 3
For F5L: 3"	0.9	Base Hull Type (DD) §
F5J	38	4-5/2-3	AO	3	Y136	F5 (4)	From F5/F5L: 1	For F5/F5L: 4	0.9	Penal Ship §
F5S	20	2-5◆/1-3	F&E	4	Y137	F5 (4)	From F5/F5L: 1	For F5/F5L: 4	0.9	Scout; EW = 1 §
F5L	34	6/3	F&E	5	Y142	F5 (4)	From F5: 2	Schedule: 4	1.2	Command variant §
F5T	155	2-5U/1-3	SO	4	Y150	F5(4)	From F5: 1	For F5: 3	0.9	Theater Transport, Carry 5 EPs or pod.
F5G	90	2-5G/1-3	CO	4	Y154	F5 (4)	From F5/F5L: 2	For F5/F5L: 3	0.9	Commando Ship §
F5V	30	4-5(4)/2-3(2)	F&E	5	Y166	F5 (4)	From F5/F5L: 1+8	For F5/F5L: 4+8	0.9	Escort Carrier
FV (2FV)	—	6-9(4)/3-5(2) F5V+E4A	F&E	5	Y166	Group	Individual Ships	Individual Ships	Ships	Escort Carrier Group
F5E	77	4-5■/2-3■	F&E	4	Y170	F5 (4)	From F5/F5L: 1	For F5/F5L: 4	0.9	Light Escort §
F5R	94	2-5[6]■/1-3	AO	4	Y172	F5 (4)	From F5/F5L: 1+6	For F5/F5L: 4+6	0.9	Carrier Resupply Ship; Light Escort §
FX	202	9/5	AO	7	Y181	F5 (4)	"From F5L: 6
From F5: 7"	For F5/F5L/F5W: 9	2.7	X-Ship §
FSX	204	4-9◆/2-5◆	AO	7	Y183	F5 (4)	"From F5S: 9
From FX: 3"	For F5/F5L/F5W: 12	2.7	X-Ship, Scout, EW=3 (1EW:Crippled) §
E4 CORVETTES										
E4	7	4/2	F&E	3	Y120	E4 (4)	From E4?: 1 (440.4)	Schedule: 2.5	0.625	Base Hull Type (FF) §
G4	96	2-4◆G/-	PO	4	Y130	E4(4)	From E4: 3	For E4: 5	0.0	Police Flagship, Scout (EW=1), Commando Ship (one battalion).
E4S	153	2-4◆/1-2	SO	3	Y134	E4(4)	From E4: 1	For E4: 3.5	0.625	Scout, EW=1
E4T	154	1-4U/0-2	SO	3	Y140	E4(4)	From E4: 1	For E4: 2.5	0.625	Theater Transport, Carry 4 EPs or pod.
E4A	25	2-4■/1-2■	F&E	3	Y166	E4 (4)	From E4: 1	For E4: 3.5	0.625	Light Escort §
E4R	115	1-4[6]■/0-2	FO	3	Y168	E4 (4)	From E4: 1+6	For E4: 3.5+6	0.625	Carrier Resupply Ship; Light Escort §
EV (E4V)	80	3-4(3)/1-2(2)	FO	3	Y169	E4 (4)	From E4: 1+6	For E4: 3.5+6	0.625	Escort Carrier
EV (2EV)	—	5-8(3)/2-4(2)	FO	3	Y169	Group	Individual Ships	Individual Ships	Ships	Escort Carrier Group
G4V	80	2-4(3)/None	PO	3	Y169	E4(4)	From E4: 1+6	For E4: 3.5+6	0.0	Police Carrier (E4V)
Designation	"SFB
Ref #"	Factors On Counter	Product	Cmnd (754.0)	Date Avail	Base Hull; Size (755.0)	Conversion Cost, Source	Build Cost or Substitution	Salvage (439.0)	Notes and Special Cases; EW, Shock
GUNBOAT FLOTILLAS										
PPF	R5	1-5 PFs	AO	0	Y179	Flotilla	None	(528.28)	0.0	Penal PF Flotilla; Max 2 in service.
CPF	R1.R1	1-5 PFs	AO	0	Y179(B)	—NA—	None	(524.112): 5	0.0	Casual PF Flotilla.
CPX	R1.R1	None	AO	0	Y180(A)	—NA—	None	(524.112): 5	0.0	Casual PF Flotilla usable on raids.
MONITORS & PALLETS										
MON	22	10-6/5-3	CO	6	Y140	MON(3)	None	(451.12): 8	2.0	Monitor
MPAL (CV)	22E	0(6)/None	CO	0	Y165	Monitor Pallet	None	2+6	0.5	Pallet attached to Monitor
MPAL (PF)	1.22E	0P/None	PO	0	Y179	Monitor Pallet	—NA—	(519.422): 5+PFs	0.75	Monitor pallet with PFs.
MPAL (SCS)	22E	0P(6)/None	CO	0	Y179(A)	Monitor Pallet	None	5+6	1.0	Pallet attached to Monitor
HEAVY AUXILIARIES (ORE CARRIER HULL)										
Future										
LARGE AUXILIARIES (LARGE FREIGHTER HULL)										
FHL	62	0-4M/0-2	SO	0	Y120	LAux(3)	None	One/Year: 4	1.0	Large Hospital Auxiliary; see (451.0)
FTL	19	1-4GGGG/0-2GG	CO	0	Y120	LAux(3)	None	(521.23): 6	1.0	Large Auxiliary Troop Ship
REPR	25	0-1/None	F&E	0	Y159	LAux(3)	—NA—	Replacement: 5	0.0	See (422.0)
LAS	R1.77	0-4◆/0-2	AO	0	Y160	LAux(3)	None	(317.1): 6	1.0	Large Auxiliary Scout; (3EW)
LAH	R1.75	1-4(8H6)/0-2(4H3)	Future	6	Y165	LAux(3)	From LAV: 2+4	(513.112): 4+16	1.0	Large Auxiliary Carrier for heavy fighters.
LAV	13B	1-4(12)/0-2(6)	CO	6	Y165	LAux(3)	None	(513.112): 4+12	1.0	Large Auxiliary Carrier
LAP	27B	1-4P◆/0-2P	AO	6	Y179(A)	LAux(3)	None	(526.4): 6	1.0	Large Auxiliary PFT (526.4); scout (2EW).
ASC	31	1-4P◆(6)/0-2P(3)	AO	6	Y179(A)	LAux(3)	"From LAP: 2+6
From LAV: 3
From LAS: 3+6"	(526.46): 7+6	1.0	Auxiliary Space Control Ship (526.46); Scout; EW=2.
SMALL AUXILIARIES (SMALL FREIGHTER HULL)										
FTS	18	0-2GG/0-1G	CO	0	Y120	SAux(4)	None	(521.23): 3	0.5	Small Auxiliary Troop Ship
SAS	R1.78	0-2◆/0-1	AO	0	Y140	SAux(4)	None	(317.1): 4	0.5	Small Auxiliary Scout; (2EW)
SAV	13A	0-2(6)/0-1(3)	CO	3	Y165	SAux(4)	None	(513.112): 2+6	0.5	Small Auxiliary Carrier
SAH	R1.76	0-2(8H)/0-1(4H)	Future	3	Y178	SAux(4)	From SAV: 2+4	(513.112): 2+8	0.5	Small Auxuliary Carrier with heavy fighters.
SAP	27A	0-2P◆/0-1P	AO	3	Y179(A)	SAux(4)	From SAS: 5	(526.4): 4	0.5	Small Auxiliary PFT (526.4); Scout; EW=1.
MOBILE SUPPORT UNITS										
CONVOY	5	0-6/None	F&E	0	Y119	—NA—	—NA—	(431.2): 6	0.0	See (414.0); Cargo = 20EP
Commercial Convoy	NA	0-10/None	CO	0	Y120	Group	None	"Original: 0
Replacement: 5"	0.0	See (443.0).
Designation	"SFB
Ref #"	Factors On Counter	Product	Cmnd (754.0)	Date Avail	Base Hull; Size (755.0)	Conversion Cost, Source	Build Cost or Substitution	Salvage (439.0)	Notes and Special Cases; EW, Shock
APT	8	0-1/None	SO	0	Y125	APT(4)	None	Unlimited: 1	0.2	Armed Priority Transport, Can carry DIP, ADM, MG, PT, 1EP.
POL	19	3/None	CO	3	Y127	—NA—	None	"Built: 2.5
Called Up: 2"	0.0	Police Ship (531.0).
PTR	67	1-2/0-1	SO	3	Y130	FT(4)	None	One/turn: 2	0.0	"Prime Transport.
Can carry ADM, MG, PT, DIP, 1EP."
SAF	33	0-6/0-3	CO	0	Y150	Group	"From FTL: 5
From FTS: 8
From 2xFTS: 6"	See (520.1): 10	0.0	Special Attack Force
ENG	NA	0-8/0-4	SO	0	Y166	—NA—	—NA—	Schedule: 20	0.0	Engineer Regiment see rule (541.0). Moves like a military convoy.
SWARM	SH17	NA	FO	0	Y168 (514.0)	Special	None	Special (514.0)	0.0	Group of fighters (and PFs)
MC	20	2-10(6)/None	AO	0	Y175	—NA—	None	(526.14): 12+6	0.0	Military convoy (526.1); Cargo = 15EP
OPB	45	10◆/5	SO	6	Y175	OPB(3)	None	One/turn: 15	0.0	Operational Base, moves as military convoy. (2 EW:5 AF), (1 EW:10 AF).
77th	SH29	"9-15P◆P/4-8PP
D5P+D6P"	CO	8	Y181	Group	Individual Ships	Individual Ships	Ships	Special Group; see (513.2); (2EW:9AF, 3EW:7AF, 4EW:4AF)
REPAIR DOCKS										
FRD	10	1-4/None	F&E	0	Y139	FRD(2)	—NA—	(431.2): 10	0.0	See (421.0)
FRD+	10	1-4(6)/None	F&E (WTF?)	0	Y165	FRD(2)	From FRD: 2+6	(431.2): 10+6	0.0	See (421.0) With fighter modules
PRD	Future	0-2/None	PO	0	Y170	—NA—	—NA—	(425.11):  3 / 5 / 7	0.0	Planetary Repair Dock
